"trans_date_trans_time","cc_num","merchant","category","amt","first","last","street","city","state","zip","lat","long","city_pop","job","dob","trans_num","unix_time","merch_lat","merch_long","is_fraud"
"2019-05-28 04:18:12",3537797820923602,"""fraud_Huel, Hammes and Witting""","grocery_pos",93.07,"Christie","Mendoza","53142 Katrina Roads Suite 889","Monitor","WA",98836,47.4852,-120.4158,584,"Medical technical officer","1969-03-20","af131b7edf2d2513d12e184cc0923ee6",1338178692,46.842452,-120.109374,0
"2019-03-07 22:53:58",4599285557366057,"fraud_Gerhold LLC","home",24.44,"Mary","Williams","00315 Ashley Valleys","Burrton","KS",67020,38.0261,-97.6666,1689,"Gaffer","1997-11-18","1bb2c591533ad5b4e38cb2fd05590980",1331160838,38.901428,-98.031082,0
"2020-01-20 23:47:42",373905417449658,"fraud_Kris-Padberg","shopping_pos",281.68,"Sarah","Bishop","554 Mcdonald Valley Apt. 539","Meridian","TX",76665,31.929,-97.6443,2526,"Phytotherapist","1970-11-12","bd5361e76ccb4f38148da45ff9a02f8a",1358725662,32.869713,-98.051634,0
"2020-04-20 22:17:57",213126662687660,"""fraud_Swaniawski, Lowe and Robel""","shopping_pos",12.16,"Christopher","Luna","242 Brian Mountain","Laredo","TX",78040,27.5155,-99.4986,248858,"Video editor","1971-01-28","40cb439ea3efa638d2de8ddecad1cedb",1366496277,27.570978,-99.22533,0
"2019-11-22 11:06:06",36078114201167,"""fraud_Jenkins, Hauck and Friesen""","gas_transport",55.14,"Christopher","Horn","956 Sanchez Highway","Mallie","KY",41836,37.2692,-82.9161,798,"Facilities manager","1926-06-26","a1656f61685847805908cd2f7a08a700",1353582366,38.035533,-83.241611,0
"2019-12-16 00:31:15",30560609640617,"fraud_Stracke-Lemke","grocery_pos",105.65,"Michael","Olson","558 Michael Estates","Luray","MO",63453,40.4931,-91.8912,519,"Town planner","1966-02-13","48ab4f03ef4a5e167f711fe2497d54a7",1355617875,41.185223,-91.412864,0
"2019-04-22 06:17:42",4128730454058057700,"fraud_Terry-Huel","shopping_net",8.9,"Monique","Martin","68276 Matthew Springs","Ratcliff","TX",75858,31.3833,-95.0619,43,"""Engineer, production""","1949-10-04","6d2dfe7ec07258fa1065d80726a9b7b8",1335075462,31.371638,-94.618168,0
"2019-04-05 18:24:19",3518234918950662,"fraud_Predovic Inc","shopping_net",71.46,"Barbara","Lowe","67210 Lori Creek","Sherman","TX",75092,33.6372,-96.6184,46563,"Systems developer","1970-09-11","d9765f394910bbba6725fe9dcba97918",1333650259,33.411326,-95.682787,0
"2019-05-28 22:17:33",30238755902988,"fraud_Nolan-Williamson","kids_pets",3.27,"Danielle","Yu","5395 Colon Burgs Suite 037","Thrall","TX",76578,30.592,-97.2893,1766,"Press sub","1976-01-02","18bb5f2a8ac8ef7b602f2d73f754432c",1338243453,30.327908,-96.973249,0
"2019-03-24 19:47:07",4536996888716062000,"fraud_Will Ltd","food_dining",124.85,"Nathan","Mendoza","767 Adam Mill Apt. 115","Espanola","NM",87533,35.9866,-106.0654,18408,"Historic buildings inspector/conservation officer","1972-07-18","bc9210bfd24f8ffa64769c9fa5246576",1332618427,35.559655,-107.047234,0
"2020-05-05 06:13:43",343472729187663,"fraud_Erdman-Kertzmann","gas_transport",68.52,"Gloria","Wallace","234 Bridges Wells Apt. 389","Center Tuftonboro","NH",3816,43.6849,-71.2551,1368,"""Optician, dispensing""","1971-08-05","94afff950cd023bd21a62ef05c88ddc5",1367734423,43.518101,-71.294624,0
"2019-07-25 15:18:22",6011652924285713,"fraud_Dooley Inc","shopping_pos",3.46,"Kathryn","Smith","19838 Tonya Prairie Apt. 947","Rocky Mount","MO",65072,38.2911,-92.7059,1847,"Tax inspector","1988-10-26","f68b0bc2a16e9be499cca2e7543cb49a",1343229502,38.779394,-92.217909,0
"2019-03-19 04:52:49",4810839835482794000,"""fraud_Connelly, Reichert and Fritsch""","gas_transport",47.79,"Carolyn","Perez","433 Blake Roads Suite 967","Wheaton","MO",64874,36.7651,-94.0492,760,"Production manager","1985-08-31","3a05cf46fd095f801165b8468db883ee",1332132769,35.835973,-94.905975,0
"2019-08-09 14:08:21",6011252220172077,"fraud_Pacocha-Weissnat","kids_pets",13.71,"Melvin","Wright","210 Dean Causeway Suite 130","Alton","IA",51003,42.9782,-96.0173,1700,"""Engineer, land""","2001-12-19","f3425d871a5c3e123d0600a0cb5c88d2",1344521301,42.489476,-96.340765,0
"2019-12-16 19:01:16",213195754007681,"""fraud_Reinger, Weissnat and Strosin""","food_dining",24.22,"Zachary","Allen","69252 Oconnor Alley Apt. 153","Ollie","IA",52576,41.2001,-92.1354,568,"Commercial horticulturist","1969-07-24","7a7dd7fb1318bb62acfbf249efad2a40",1355684476,40.64161,-92.588437,0
"2019-09-08 06:48:15",630425673344,"""fraud_Runolfsdottir, Mueller and Hand""","entertainment",8.37,"Bryan","Miller","411 Laurie Fords","Cass","WV",24927,38.388,-79.9906,365,"Special effects artist","1970-03-14","c60b7e634edc545289cae45ba1f448bc",1347086895,39.085489,-79.432712,0
"2019-09-28 17:11:18",60427851591,"""fraud_Monahan, Hermann and Johns""","travel",486.98,"Bradley","Martinez","3426 David Divide Suite 717","Burns Flat","OK",73624,35.3492,-99.188,2142,"Politician's assistant","1976-06-30","a9d830ba4e2626857dc6b0528fb2f6a4",1348852278,35.267434,-99.117383,0
"2019-09-26 15:41:56",6011652924285713,"fraud_Schimmel-Olson","kids_pets",11.22,"Kathryn","Smith","19838 Tonya Prairie Apt. 947","Rocky Mount","MO",65072,38.2911,-92.7059,1847,"Tax inspector","1988-10-26","595679e9af441699a55500b05e59a171",1348674116,38.535848,-92.454536,0
"2019-12-04 11:54:25",3540210836308425,"fraud_McCullough LLC","misc_pos",33.19,"Steven","Yoder","94975 David Mews Apt. 316","Summerfield","TX",79085,34.7437,-102.5064,53,"Fisheries officer","1992-06-19","ebdb5a4456165f2803195b185d2fac2f",1354622065,35.541709,-103.367308,0
"2019-07-20 18:01:08",4390966588600993000,"fraud_Bode-Rempel","kids_pets",21.64,"Kyle","Simmons","8149 Harris Divide","Oklahoma City","OK",73134,35.6174,-97.5583,640470,"Advertising copywriter","1966-06-24","1078a9fa5d1810689ef3fac93233cd33",1342807268,34.932026,-98.354642,0
"2019-02-02 08:30:28",4430881574719618,"""fraud_Gottlieb, Considine and Schultz""","shopping_net",9.98,"Alicia","Morales","4456 Dunn Roads","Meredith","CO",81642,39.3199,-106.6596,61,"Public relations account executive","1939-11-04","a5eea3e6ff63864a8024cf69295f41c8",1328171428,39.879307,-106.850324,0
"2020-06-19 02:34:52",3525668150756629,"fraud_Doyle Ltd","grocery_pos",96.98,"Christopher","Choi","04611 Sandra Spring Suite 059","Rumely","MI",49826,46.3481,-87.0436,137,"Film/video editor","1990-08-13","8e72fee53cc7804b8ad49a7119749ccb",1371609292,46.604783,-86.401831,0
"2019-08-17 23:01:14",4951647200979051,"fraud_Schmeler-Howe","personal_care",114.47,"Kimberly","Miller","75533 Tamara Valleys","Logan","IL",62856,37.9943,-88.9417,324,"""Scientist, research (physical sciences)""","1976-06-15","5e7e19d2340566bccf2205ca3cda9122",1345244474,37.866004,-89.609115,0
"2020-03-21 20:34:37",3560797065840735,"""fraud_McDermott, Osinski and Morar""","home",20.7,"Janet","Turner","0925 Lang Extensions","Shields","ND",58569,46.1838,-101.2589,77,"Film/video editor","1989-12-17","4326c0fe9546788ae27b2fa0038f8c2a",1363898077,47.017242,-100.438155,0
"2020-03-03 02:58:10",4972228199573984,"fraud_Conroy-Cruickshank","gas_transport",57.02,"Brian","Hogan","3316 Cindy Land","Lane","OK",74555,34.2691,-95.9685,861,"Quantity surveyor","1960-04-08","28531f0fb89a4ac2342b03e2d6569eff",1362279490,35.072101,-95.734453,0
"2020-01-08 11:27:25",2229824890647120,"fraud_Pouros-Haag","shopping_pos",5.25,"Walter","Blair","44951 Williams Brooks","Pearlington","MS",39572,30.2508,-89.6011,1414,"""Therapist, occupational""","1958-02-17","a9e364caaeba34108914a1e0822f22b6",1357644445,30.574996,-90.195784,0
"2019-08-22 11:37:42",30270432095985,"""fraud_Raynor, Feest and Miller""","gas_transport",85.14,"Lisa","Lin","908 Brooks Brook","Lomax","IL",61454,40.6761,-91.0391,725,"Environmental consultant","1972-11-28","2fff3b3f27cb3b4f2362e8595174b0d7",1345635462,40.857546,-91.872001,0
"2019-07-16 07:19:04",4635330563105903,"fraud_Rutherford-Mertz","grocery_pos",201.81,"Christina","Rose","1984 Taylor Island Suite 836","Falls Church","VA",22046,38.8856,-77.1802,116155,"Chartered accountant","1983-07-10","3639730ecbb9d7a578f9540c6c99101b",1342423144,39.437715,-76.281391,0
"2019-07-26 02:18:26",4440581794652,"""fraud_Baumbach, Strosin and Nicolas""","shopping_pos",4.29,"Karen","Cooper","425 Caleb Point Apt. 050","San Diego","CA",92128,33.0067,-117.069,1241364,"""Pharmacist, hospital""","1960-03-01","7488cc62afe521a23d476d90205f1e3a",1343269106,32.640323,-116.852576,0
"2020-03-27 07:46:04",4839043708100390,"fraud_Kutch LLC","gas_transport",41.76,"Meredith","Campbell","043 Hanson Turnpike","Hedrick","IA",52563,41.1826,-92.3097,1583,"Geochemist","1999-06-28","07ab549ce9f84f9570e5c431be599b77",1364370364,41.652892,-93.185814,0
"2019-07-11 03:14:02",3568255211412877,"fraud_VonRueden Group","grocery_net",58.01,"Timothy","Gomez","707 Anthony Causeway","Leo","IN",46765,41.2249,-85.0301,5341,"Biomedical engineer","1994-11-24","c21fda0b4413f5b0ac5b01f2af2ce9a1",1341976442,41.638677,-84.813833,0
"2020-06-16 05:08:32",4607072969078276,"fraud_Kilback LLC","grocery_pos",111.32,"Brenda","Perez","033 Tara Brook Suite 523","Coyle","OK",73027,35.8985,-97.2607,1493,"Amenity horticulturist","1985-03-21","ee9c51d11c07107c636ad4dfd89fb41a",1371359312,35.056106,-96.721891,0
"2020-03-10 15:28:45",180048185037117,"fraud_Turner and Sons","shopping_pos",2.31,"Mary","Wall","2481 Mills Lock","Plainfield","NJ",7060,40.6152,-74.415,71485,"Leisure centre manager","1974-07-19","d4cec82c7dfb68fa7c960a7899377e6c",1362929325,40.637179,-74.366393,0
"2020-06-05 18:28:06",2383461948823908,"fraud_Kilback Group","food_dining",110.93,"Patrick","Vaughan","651 Miller Common","Parsonsfield","ME",4047,43.745,-70.9092,1892,"Audiological scientist","1956-03-02","ff05463242fe76b8038004c21a414f79",1370456886,44.365537,-71.468188,0
"2019-12-27 15:53:36",3576021480694169,"fraud_Kassulke PLC","shopping_net",8.39,"Dawn","Gray","9486 Joel Common Suite 554","Topeka","KS",66618,39.1329,-95.7023,163415,"Secondary school teacher","2004-12-30","1a130817cc183bf6e9174ec4d874ab5f",1356623616,39.850546,-96.119905,0
"2019-12-15 19:00:47",180048185037117,"fraud_McKenzie-Huels","food_dining",51.65,"Mary","Wall","2481 Mills Lock","Plainfield","NJ",7060,40.6152,-74.415,71485,"Leisure centre manager","1974-07-19","34e56f5197c42d29e79767283469ca95",1355598047,41.083696,-75.277135,0
"2019-06-16 20:40:34",4378993458389626,"fraud_Harris Group","food_dining",51.29,"Travis","Hayes","1561 Chase Grove","Conway","NH",3818,43.9742,-71.1503,3807,"Surgeon","1999-10-25","81ce787f7578fa2cf15616087fd9fcdc",1339879234,43.552752,-70.771907,0
"2020-04-15 15:21:31",3506040590383211,"fraud_Crona and Sons","kids_pets",45.92,"Michael","Orozco","13956 Hughes Causeway Suite 124","Alder","MT",59710,45.1939,-112.0568,286,"Chief of Staff","1989-03-09","717d865600e93b5c9faca68c09bdae02",1366039291,45.096014,-111.096616,0
"2020-06-15 00:17:28",180046617132290,"fraud_Dicki Ltd","grocery_net",91.76,"Erika","Mason","083 Karen Island Apt. 656","Goreville","IL",62939,37.575,-88.9655,3119,"""Teacher, secondary school""","1942-04-17","b50495a21b2a4edf0942230ff129c63b",1371255448,36.779984,-88.528948,0
"2019-06-03 04:44:40",6011305591981276,"""fraud_Lakin, Ferry and Beatty""","food_dining",170.76,"Daniel","Jones","290 Kathryn Fall","Huntsville","AL",35803,34.6205,-86.551,190178,"""Engineer, automotive""","1959-06-06","e4e78de721e38ceada70d047fb7d6ed9",1338698680,35.497332,-85.735489,0
"2019-12-13 02:06:41",5540636818935089,"""fraud_Schaefer, Maggio and Daugherty""","gas_transport",58.16,"Kenneth","Foster","329 Michael Extension","Lawrence","MA",1843,42.6911,-71.1605,76383,"Geoscientist","1985-04-04","40191d20e2b225f48d3bba779a40d0e8",1355364401,42.617188,-70.650787,0
"2019-05-27 00:46:19",375534208663984,"fraud_Kuhn LLC","misc_net",86.29,"Tyler","Garcia","408 Bradley Rest","Doe Hill","VA",24433,38.4207,-79.4629,99,"Dance movement psychotherapist","1986-03-28","134a0122fc3555b948009ddf70364c79",1338079579,38.882555,-80.274374,0
"2019-12-18 05:50:32",213141712584544,"fraud_Boyer PLC","misc_pos",199.71,"Margaret","Curtis","742 Oneill Shore","Florence","MS",39073,32.153,-90.1217,19685,"Fine artist","1984-12-24","57c1ece2d78eb3f2350015cf57679b76",1355809832,31.609741,-89.863113,0
"2019-02-25 01:49:37",4092452671396169700,"fraud_Rau and Sons","grocery_pos",115.84,"Jeffrey","Vargas","478 Alexandria Mount","Bolton","NC",28423,34.3091,-78.3372,2290,"""Engineer, biomedical""","1945-12-07","f0dce17d5d480376a0793519639af432",1330134577,34.236494,-78.596707,0
"2020-01-14 23:44:51",4424338559877976,"fraud_Gulgowski LLC","home",4.67,"Denise","Barnett","23220 Eaton Harbors","Kirby","OH",43330,40.813,-83.4196,118,"Private music teacher","1957-11-12","2e99f104be56a75ac9ef249d3e8d7200",1358207091,41.517429,-83.392275,0
"2020-04-26 15:32:38",4935858973307492,"""fraud_Daugherty, Pouros and Beahan""","shopping_pos",122.02,"Lance","Wagner","6003 Brady Shoal Apt. 449","Irwinton","GA",31042,32.8088,-83.174,1841,"Film/video editor","1975-06-01","2d4efec85d656b577c4d8a21b17df297",1366990358,32.532076,-82.726186,0
"2020-02-03 20:18:35",180042946491150,"fraud_Wilkinson Ltd","entertainment",13.74,"Charles","Robles","3337 Lisa Divide","Saint Petersburg","FL",33710,27.7898,-82.7243,341043,"""Engineer, land""","1989-02-28","8e147344ae547462e412be06091a544f",1359922715,27.978051,-82.547035,0
"2020-01-22 23:42:09",3542826960473004,"""fraud_Bernier, Volkman and Hoeger""","misc_net",700.91,"Eric","Dunn","5560 Arnold Port Suite 880","Marshall","WI",53559,43.1636,-89.0753,6063,"Risk analyst","1960-02-21","b40b12157edd684f0665473cafd23cd3",1358898129,43.410043,-89.970633,1
"2019-12-20 05:12:08",30376238035123,"""fraud_Lehner, Reichert and Mills""","misc_pos",3.6,"Cynthia","Davis","7177 Steven Forges","Sixes","OR",97476,42.825,-124.4409,217,"Retail merchandiser","1928-10-01","5853208743c13a475ff9804e68d1332a",1355980328,43.675434,-123.8843,0
"2019-07-05 17:08:51",3526826139003047,"fraud_Boyer-Haley","travel",5.64,"Nathan","Massey","5783 Evan Roads Apt. 465","Falmouth","MI",49632,44.2529,-85.017,1126,"Furniture designer","1955-07-06","fa70c72715eceda54a7a597990cb097b",1341508131,44.924585,-85.791668,0
"2020-03-03 05:41:26",4239552724014407,"fraud_McDermott-Weimann","grocery_pos",71.42,"Carl","Hernandez","9134 Darryl Flat Suite 916","Paulding","OH",45879,41.141,-84.5722,6284,"Secondary school teacher","1936-03-27","d493f93a684fec25cb0af9bf8ab311db",1362289286,40.456598,-85.269609,0
"2019-06-03 04:47:47",3547574373318979,"""fraud_Schumm, Bauch and Ondricka""","grocery_pos",142.54,"Jacob","Patel","54822 Hill Forks","Dieterich","IL",62424,39.0319,-88.4074,2092,"""Psychologist, clinical""","1962-04-30","2197b521613819434167bc3cce9c774c",1338698867,38.817723,-89.225618,0
"2019-10-19 17:26:58",3567697931646329,"fraud_Stiedemann Ltd","food_dining",10.79,"John","Stevens","428 Morgan River","Hudson","NY",12534,42.247,-73.7552,17867,"Travel agency manager","1998-07-29","affaf6a0f568c60fae356987e5cc6550",1350667618,42.144562,-73.402368,0
"2020-05-08 18:17:32",60416207185,"""fraud_Bradtke, Torp and Bahringer""","personal_care",6.76,"Mary","Diaz","9886 Anita Drive","Fort Washakie","WY",82514,43.0048,-108.8964,1645,"Information systems manager","1986-02-17","ab8e309ce6f73c70c7a1789994af4ae5",1368037052,42.964032,-109.486134,0
"2020-04-28 15:41:56",30150717898388,"fraud_Beer-Jast","kids_pets",115.64,"Raymond","Lloyd","5930 Rebecca Bridge Apt. 444","Paint Rock","AL",35764,34.7031,-86.3068,653,"Paediatric nurse","1966-06-19","268633d75d42ba7a6b69a9f418c76b34",1367163716,34.677721,-86.778618,0
"2019-12-29 22:01:09",3526826139003047,"fraud_Dietrich-Fadel","health_fitness",116.62,"Nathan","Massey","5783 Evan Roads Apt. 465","Falmouth","MI",49632,44.2529,-85.017,1126,"Furniture designer","1955-07-06","0ce1088cf9c945898094b481e4ed28b9",1356818469,43.956832,-85.873516,0
"2019-03-14 17:41:23",4841313716651064,"fraud_Ebert-Daugherty","travel",488.18,"Omar","Gay","2161 Blankenship Freeway","West Hartford","VT",5084,43.7185,-72.4439,140,"""Development worker, community""","1989-10-28","58bca8f49ea9489027b40c7890f995b7",1331746883,44.103994,-72.204175,0
"2020-03-01 14:54:13",4244953610136705500,"""fraud_Romaguera, Wehner and Tromp""","kids_pets",49.9,"Christopher","Odom","81446 Nicole Highway Apt. 874","Richland","NJ",8350,39.485,-74.8776,825,"Licensed conveyancer","1991-07-06","001da3c650cd4c56544a355a7ca9bb97",1362149653,39.087033,-74.455199,0
"2020-04-21 13:44:29",4988304376504,"fraud_Johns-Hoeger","entertainment",114.63,"William","Thompson","977 Rita Grove Apt. 000","Rock Tavern","NY",12575,41.4575,-74.1659,2258,"Building surveyor","1937-03-17","55ad4f12219af99501958e0ba8b09ee9",1366551869,41.235807,-74.961499,0
"2019-07-12 13:18:59",3523843138706408,"fraud_Fisher-Schowalter","shopping_net",6.76,"Grace","Williams","28812 Charles Mill Apt. 628","Plantersville","AL",36758,32.6176,-86.9475,1412,"Drilling engineer","1970-11-20","9b91dc8eb4f5a0e7968ce85c01f79826",1342099139,33.134063,-86.13288,0
"2019-10-28 07:17:31",4423489490781412,"fraud_Pacocha-Bauch","shopping_pos",61.39,"Christopher","Ortega","5045 Emily Wall","Princeton","IA",52768,41.6858,-90.3706,1426,"Agricultural consultant","1957-03-06","7b910c7e9fdaba8b197e0a92d18be1d5",1351408651,40.753693,-90.438596,0
"2019-01-27 00:19:16",6538441737335434,"fraud_Luettgen PLC","gas_transport",57.33,"Gina","Grimes","444 Robert Mews","Clarks Mills","PA",16114,41.3851,-80.1752,606,"Energy manager","1997-09-22","2a4eb5e84779dcc9c87fdf39cb5fd4c3",1327623556,41.454975,-80.123871,0
"2020-04-28 13:53:04",4335531783520911,"fraud_Terry Ltd","home",32.7,"Amy","Daugherty","852 Thomas Well Suite 339","Owensville","MO",65066,38.3511,-91.4867,6703,"Naval architect","1998-05-20","75384aa817ff38530eb24eb0c2ffc67a",1367157184,38.645863,-90.546102,0
"2019-06-03 17:26:48",4642894980163,"fraud_Graham and Sons","health_fitness",105.09,"Eddie","Mendez","1831 Faith View Suite 653","Clarinda","IA",51632,40.7491,-95.038,7297,"IT trainer","1990-07-13","c886e7dedb3760873cd1325bd9a14e67",1338744408,40.688016,-95.815879,0
"2019-05-23 14:36:33",6011504998544485,"fraud_Pagac LLC","shopping_pos",4.27,"Ashley","Whitney","4038 Smith Avenue","Jones","AL",36749,32.5104,-86.8138,1089,"Materials engineer","1971-11-02","e6e8c1886a4653291483430a79cd37c6",1337783793,31.785057,-87.522115,0
"2020-04-08 21:53:16",4653178848915023000,"fraud_Kling-Ernser","entertainment",69.48,"Robert","Hall","371 Anthony Trail Suite 354","Glade Spring","VA",24340,36.7779,-81.7676,5657,"Clinical psychologist","1987-04-29","e3ad7cdcaea3456697dc177c898a2a95",1365457996,37.556495,-80.901859,0
"2019-08-13 20:29:14",30197398657930,"""fraud_Bins, Balistreri and Beatty""","shopping_pos",7.83,"April","Johnson","9727 Deleon Mountain","Creedmoor","NC",27522,36.1124,-78.6476,12335,"Chief Strategy Officer","1987-09-19","89fafdff05f420488cfa81e6f40fae04",1344889754,36.651541,-79.535153,0
"2019-12-14 20:21:00",4195832462863385,"fraud_Kutch-Wilderman","home",40.19,"Victoria","Mcbride","0688 Kevin Manor","Clarksville","MO",63336,39.3465,-90.9362,1146,"Exercise physiologist","1929-04-07","ffc1ae7b49c55a84f50d474f1f788dc6",1355516460,38.58087,-91.10637,0
"2020-03-01 23:21:51",376944481517097,"fraud_Beier-Hyatt","shopping_pos",1022.18,"Tiffany","Stephens","1447 Ryan Lodge","Grand Bay","AL",36541,30.4983,-88.3282,15647,"""Scientist, physiological""","1957-12-26","2f92b535c26a2d67eab79248226ab6f1",1362180111,29.763339,-88.73364,1
"2019-08-30 04:00:46",213193596103206,"""fraud_Huel, Hammes and Witting""","grocery_pos",103.24,"James","Hunt","7369 Gabriel Tunnel","Pointe Aux Pins","MI",49775,45.7549,-84.447,95,"Electrical engineer","1994-02-09","508dbe444c012581cea750e2a23273d4",1346299246,46.631849,-84.319668,0
"2019-09-14 18:26:08",36485887555770,"fraud_Altenwerth-Kilback","home",23.09,"Michael","Gross","230 Ryan Tunnel Apt. 025","Fulton","OH",43321,40.4971,-82.8342,267,"Facilities manager","2005-01-29","33ffcee27df649de97d256b74a3d1608",1347647168,39.755794,-82.612071,0
"2020-06-13 14:39:42",3591919803438423,"fraud_Schimmel-Olson","kids_pets",57.13,"Brian","Williams","32941 Krystal Mill Apt. 552","Titusville","FL",32780,28.5697,-80.8191,54767,"Set designer","1987-07-25","a88d1fe9723541ad0188b6f5a01fb619",1371134382,28.126935,-81.670906,0
"2020-01-16 06:35:08",348789608637806,"fraud_Torphy-Goyette","shopping_pos",1.46,"Megan","Murphy","53696 Laura Radial","Holstein","NE",68950,40.4542,-98.6538,331,"Telecommunications researcher","1950-08-19","89737698d68994228dd0283af1693ead",1358318108,41.436699,-99.256134,0
"2019-07-27 18:49:34",2296006538441789,"fraud_Roob-Okuneva","health_fitness",25.93,"Judy","Hogan","4970 Michelle Burgs","Brooklyn","NY",11217,40.6816,-73.9798,2504700,"Medical sales representative","1999-09-01","64cd5aa615779f94a6289cd1ca2f961c",1343414974,41.430504,-73.992924,0
"2019-10-18 07:10:32",4328928491302401,"fraud_Kemmer-Buckridge","misc_pos",132.1,"Margaret","Ray","927 Cummings Manor Suite 318","Greendale","WI",53129,42.9373,-87.9943,13973,"Logistics and distribution manager","1981-05-06","a8d24fbabd4a3c3e3fd057b83a47b7f5",1350544232,42.885368,-88.710689,0
"2019-12-22 07:27:18",2229378226512508,"fraud_Prohaska-Murray","gas_transport",74.54,"Thomas","Hale","949 Smith Parkway","Cazenovia","WI",53924,43.4987,-90.2796,1360,"Occupational hygienist","1984-11-06","c723478eb51bed90130455482a7a6a2c",1356161238,43.807088,-89.88804,0
"2019-09-23 02:36:39",3559723917628303,"fraud_Heidenreich PLC","grocery_pos",97.09,"Matthew","Huerta","622 Williams Trafficway","Ringwood","IL",60072,42.4048,-88.3054,928,"Outdoor activities/education manager","1985-05-13","8d2f5ff3097bcb166e3e9a1f0701fbc7",1348367799,41.65178,-88.361475,0
"2020-01-13 17:55:08",180068353086472,"fraud_Jakubowski Group","food_dining",80.27,"Melissa","Flores","7529 Carter Well Suite 262","Huntington Beach","CA",92648,33.6773,-118.0051,190249,"""Therapist, horticultural""","1976-09-17","6530aac01b5d53105f955382abcb2acc",1358099708,33.949843,-118.196328,0
"2019-12-25 22:08:55",2383461948823908,"fraud_Bechtelar-Rippin","food_dining",41.46,"Patrick","Vaughan","651 Miller Common","Parsonsfield","ME",4047,43.745,-70.9092,1892,"Audiological scientist","1956-03-02","c6013d35e5194ba3de2b438b048f9dc9",1356473335,43.259528,-70.676865,0
"2019-11-17 23:07:11",4128730454058057700,"fraud_Daugherty-Thompson","food_dining",34.91,"Monique","Martin","68276 Matthew Springs","Ratcliff","TX",75858,31.3833,-95.0619,43,"""Engineer, production""","1949-10-04","8c87462ac5cad72b0a510621f3536670",1353193631,31.789682,-94.284324,0
"2020-01-30 22:48:55",375974680629816,"""fraud_Crist, Jakubowski and Littel""","home",51.29,"Roberta","Mccarthy","94431 Matthew Mall Suite 296","Plymouth","CT",6782,41.6611,-73.0449,2376,"Herpetologist","1973-04-06","f9e1c22be18544d02aa86aef75bae3e0",1359586135,41.947462,-72.609336,0
"2020-05-19 13:38:11",3598014571045296,"fraud_Schoen Ltd","kids_pets",75.13,"Lisa","Clark","07943 Davis River","Grimesland","NC",27837,35.558,-77.2566,5903,"Manufacturing systems engineer","1993-10-07","e823943d1b6f81824f5335b268418e40",1368970691,35.902107,-76.55667,0
"2019-05-06 19:06:12",4826655832045236,"""fraud_Denesik, Powlowski and Pouros""","home",138.74,"Tami","Forbes","5204 Robinson Plaza Suite 897","Barnstable","MA",2630,41.6983,-70.3001,1850,"Counselling psychologist","1963-12-29","1fd581be6a9198265eaec5f38db3b17b",1336331172,40.810117,-69.389377,0
"2020-04-14 02:19:29",4586810168620942,"""fraud_Reilly, Heaney and Cole""","gas_transport",76.46,"Michelle","Gregory","6983 Carrillo Isle","Edisto Island","SC",29438,32.5486,-80.307,2408,"""Sales professional, IT""","1997-07-05","255fab99380baa302ab082cf7598098b",1365905969,32.99066,-81.022697,0
"2020-02-03 19:26:02",4428154703770710,"fraud_Collier LLC","home",28.56,"Brittany","Guerra","79209 Gary Dale","Colton","WA",99113,46.5901,-117.1692,761,"Chief Marketing Officer","1943-06-30","07a33d6768f7332c71c0e31bc0ddd987",1359919562,45.940041,-118.067842,0
"2020-02-05 06:10:57",4302475216404898,"fraud_Heller-Langosh","gas_transport",89.36,"Daniel","Cain","384 Newman Forks Apt. 370","Belmond","IA",50421,42.8511,-93.62,3032,"Community pharmacist","1964-08-08","d2675a438e5b4160368f83a021eece86",1360044657,42.134728,-93.035294,0
"2019-05-26 14:08:33",30434173205605,"fraud_Jast Ltd","shopping_net",18.38,"Kylie","Kirby","79816 Jackson Squares","Shedd","OR",97377,44.453,-123.1065,917,"Radio broadcast assistant","1995-07-08","7afe66314dfd130f638c3f3a5d499e6f",1338041313,44.048107,-123.652947,0
"2020-03-07 09:28:13",676369110710,"""fraud_Kovacek, Dibbert and Ondricka""","grocery_pos",45.09,"David","Wolfe","81261 Garcia Underpass Suite 741","Southfield","MI",48034,42.4969,-83.2911,75830,"""Engineer, automotive""","1974-12-28","d375c36364ad673685084e2f3f4ba93d",1362648493,42.015055,-83.248826,0
"2019-11-17 13:46:20",38588538868506,"fraud_Bogisich-Weimann","kids_pets",15.85,"Jacqueline","Curry","3047 Jeff Place","Marathon","TX",79842,30.1886,-103.2214,498,"Lexicographer","1990-11-23","687cdcd1ac92f5062107eb6e0ea1fe28",1353159980,30.594253,-103.623089,0
"2019-05-26 22:33:55",4933461930348832,"fraud_Eichmann-Kilback","home",55.06,"Richard","Carter","5097 Martin Ridges","Minneapolis","MN",55403,44.9673,-93.2828,1022298,"Chemical engineer","1976-09-29","8a9f970c59901b640044a23e76324acb",1338071635,45.8715,-92.493752,0
"2019-08-05 01:36:28",630424987505,"""fraud_Eichmann, Bogan and Rodriguez""","gas_transport",55.7,"Jennifer","Black","2870 Bean Terrace Apt. 756","Thomas","WV",26292,39.1505,-79.503,836,"Forensic psychologist","1981-08-29","cb31aefc11c30e0dfa92caf46d85f59f",1344130588,38.628543,-80.021522,0
